1,44,0.0,0.0,89.98,0.166666667,1,0,0,12,-2,False,True,False,False,False,False,False,False,True,False,False
1,7,100.0,14.28571429,35.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
1,32,96.875,12.5,48.46,0.010373444,0,0,0,482,-1,False,False,False,False,True,False,False,False,False,True,False
0,0,0.0,0.0,69.07,0.065217391,0,0,0,92,0,False,False,False,False,True,False,False,False,False,True,False
1,48,18.75,0.0,122.32,0.090517241,0,0,0,928,-23,True,False,False,False,False,False,False,False,False,True,False
1,45,15.55555556,0.0,51.53,0.0,0,0,0,0,-1,False,False,False,False,False,True,False,False,False,True,False
1,45,0.0,0.0,85.78,0.0,0,0,0,0,-180,False,False,False,False,False,True,False,False,False,True,False
1,40,32.5,5.0,41.23,0.0,1,0,0,0,-3,False,False,False,False,True,False,False,False,True,False,False
0,3,0.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,39,28.20512821,7.692307692,42.09,0.016042781,1,0,0,187,0,False,False,False,False,False,True,False,False,True,False,False
1,57,49.12280702,10.52631579,36.46,0.09489917,0,1,0,843,-9,False,False,False,False,True,False,False,False,True,False,False
1,47,0.0,0.0,83.72,0.025974026,0,0,0,462,-343,False,False,False,False,False,True,False,False,False,True,False
1,37,8.108108108,2.702702703,60.0,0.0,1,0,0,0,-20,False,False,False,False,True,False,False,False,False,False,True
1,37,62.16216216,13.51351351,70.12,0.04,1,0,0,50,-1,False,False,True,False,False,False,False,True,False,False,False
1,40,65.0,7.5,87.52,0.0,1,0,0,0,-89,True,False,False,False,False,False,False,False,True,False,False
1,35,77.14285714,2.857142857,50.09,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,26,30.76923077,3.846153846,55.67,0.0,1,0,0,0,-1,False,False,False,False,False,False,True,False,False,True,False
1,42,23.80952381,14.28571429,84.31,0.063829787,1,0,1,47,-10,False,True,False,False,False,False,False,False,False,True,False
1,45,8.888888889,0.0,41.51,0.040816327,0,0,0,49,-3,False,True,False,False,False,False,False,False,False,True,False
1,48,0.0,0.0,101.19,0.059701493,0,0,0,67,-14,False,False,False,False,False,False,True,False,False,True,False
1,43,37.20930233,0.0,54.81,0.0,0,0,0,0,-99,False,False,True,False,False,False,False,True,False,False,False
1,35,25.71428571,0.0,40.25,0.0,1,1,0,0,0,False,False,False,False,False,True,False,False,False,True,False
1,33,66.66666667,30.3030303,46.79,0.051724138,1,0,0,58,0,False,True,False,False,False,False,False,False,False,False,True
